comment,score,id_hotel
…,50,204
"Lovely Thai food with amazing ocean views and calm atmosphere. We had dinner here several times and really enjoyed the calm atmosphere with soft background music, nice staff and beautiful views. We joined a lively full moon event with tarot cards.",50,204
"Beautiful and homey-feeling hotel. The staff is exceptionally welcoming, especially Alejandra and Abdel. They attended our every need without hesitation. The rooms were perfect and fully stocked. Beach access and access to use the other hotels’ facilities (from the same group) were awesome. I will definately stay here again.",50,204
"La estancia muy cómoda, descansamos muy bien porque la zona es muy tranquila, instalaciones relativamente nuevas y en buen estado; sin embargo, el personal de limpieza es deficiente en su acción, ya que en los 3 días que estuvimos solo en una ocasión realizaron la limpieza a solicitud nuestra, misma que por cierto fue deficiente ya que “olvidaron” asear los baños, tuvimos que solicitar que nos dieran papel higiénico, jabón, shampoo, que cambiaran las sábanas y toallas, acto que en un hotel o en establecimientos que ofrecen servicios de alojamiento, la limpieza es imprescindible, punto que deben de mejorar para animar a sus clientes a regresar. ",30,205
"From the moment we got there, the adventure began! Our guide took care of us and told us the history of the area and the Mayan site!!! Her name is Beatriz Cardoso, find her on Facebook @ Beatrice Guide. She makes you feel right at home! Gives suggestions for places to shop and eat!!!! ",50,205
"Estuvimos de paso por Tulum y nos hospedamos en estos apartamentos, lamentablemente hubiéramos deseado poder quedarnos más tiempo, para aprovechar de las instalaciones (piscina). Los aptos. cuentan con todo lo necesario para una estancia de varios días (cocina equipada) Sala, comedor, TV, A/C, entre otros. Estos se encuentran en perfectas condiciones,",40,205
"1 mile from local town so poor location, local area under heavy construction and road are like craters on the room. On first day our door frame broke, and after numerous complaints to reception, it was never fixed. We couldn’t close our door, so whenever we left had to close door with a kitchen knife meaning we had to take a knife out on day trips!! Spent 2 nights sleeping with a very loud water pipe above our room (jacuzzi upstairs had broken) which stopped us sleeping, reception refused to do anything about it and wouldn’t move our room despite moving our neighbours. No housekeeping through the whole week stay, no towels or even toilet roll top ups. When someone did access the room to “fix the door” they left the key lock on the passcode so someone could easily have entered",10,206
" our room, not impressed at all. We left a night early cos we couldn’t sleep, no refund or offer of goodwill from the property, WOULD NOT RETURN. Book something on the beach instead!",10,206
…,50,206
Lo unico bueno es que el edificio es Bonito. Pero para llegar esta horrible demaciados agujeros en la calles. De noche no hay luces.  Y a la 1 PM atracaron a un huesped con un arma a la entrada del edificio,50,206
"Unser Highlight im ganzen Mexico Urlaub. Unsere Host Dana hat sich sehr gut um uns gekümmert, alle unsere Wünsche erfüllt. Die Anlage ist ruhig, sauber ind gepflegt. Die Wohnung bietet alles, was man für einen Aufenthalt mit Küche braucht. Definitiv eine Top Location! ",40,206
If you are visiting Tulum and one a luxurious stay please book at Casa Grande and book with the amazing Aaron!!!  The rooms are spacious and comfortable very clean and welcoming.. they are located next to everything downtown tulum and even the beach zone !!  We were a group of 18 adults and we fit comfortably!!!  If you decide to book at this amazing place please speak with Aaron he is completely professional and the sweetest person I have met in Tulum..  He is a concierge who schedule all of our dinner reservations at the top notch places in Tulum like taboo and Bak..  He also set up a TVs for us to ride through the city and even a mariachi band and tattoos..  We love you Aaron,50,208
"Hotel bien ubicado, zona residencial, estupendas instalaciones, piscina super bonita, habitación muy amplia, ducha con la mejor presión de agua de todo mi recorrido por Yucatán y Quintana Roo.La atención del personal es impecable, son super amables y están siempre dispuestos a ayudar . Nos dieron buenísimas recomendaciones de restaurantes en la zona. Amplíe mi estancia . Lo recomiendo con un 10!! ",50,208
"Don't stay here if you want to get any sleep! We paid $350 USD for 2 nights in this little jungle hut. The staff didn't tell us that the first night, there was a live band playing DIRECTLY under our room and the music was literally shaking the walls of our hut. That ended at 11pm, and then the regular bar music began after that, which played until approx. 4am.  The 2nd night was worse because the bar didn't close until 6:30am. The restaurant then opens up at 8am for breakfast, and the music gets turned up in the morning, so sleeping in is also not an option.  When we asked for a refund after the first night, we were refused, and were told by the staff to ""join the party"".   We came here to relax, not to party. For $150usd per night,I don't think that is too much to ask for.  ",10,209
" All things considered, our room was clean, but it was also right next to the septic tank, so on top of not being able to sleep due to a busy bar blasting music until the early morning, we were also constantly dealing with sewage smells wafting into our room.   Not a pleasant experience, and for that price, we could have stayed in a quiet hotel where the staff actually care how your stay goes.   Would not recommend this place to anyone over the age of 20 years old, as this is clearly only a viable option for young travelers who are here to party.",50,209
…,50,209
Hotel was appropriate for jungle setting. Staff made it nice because they were so nice and very helpful. The food was very good and inexpensive in their affiliated restaurant. Tulum was interesting and I liked dining in the trees on the beach.,50,209
"Aldea Tulum is a beautiful boutique hotel, right across the road from the beaches of Tulum. The rooms are exactly as pictured, with a beautiful canopy bed and a balcony and wood touches that complement the location. Our one piece of feedback was that in our room the floors were not perfectly clean when we arrived (but again, it is a treehouse in a jungle). What really made our stay incredible was the hospitality. They bring you breakfast to your room, to your bed if you want or to your balcony. Mayumi was our host and helped us negotiate a proper price for parking our car, and she really went above and beyond to make sure that our stay was incredible.",50,209
"This room was exactly what we expected. Although there isn't A/C, which is the norm for places in Tulum, there was a circulating fan within the mosquito netting around the bed so there was a constant, lovely breeze. We stayed in #4, and the music from Ice Cream Bar and Casa Jaguar wasn't as loud as we were expecting based on other reviews.",30,209
"I was referred to this place by a friend but was skeptical because of the reviews!   Very happy choosing Aldea Tulum. We stayed 8 days. Our room was amazing on the second floor with a big patio and bottled water replaced everyday. Downstairs at the front desk was friendly staff that was knowledgable about the area for any questions or inquiries you might have. Good wifi. Warm environment to stay in.  Right outside the hotel was I Scream Bar that offered cheap eats and drinks wand a great nightlife spot for the evening.  The noise isn't as bad as the reviews say. If any at all, most of the noise comes from the restaurant beside the hotel and only on Friday. No trouble at all sleeping.  Access to the beach is right across the street along with a good coffee and ice cream shop.  ",10,209
 Should you choose to leave to go into town you can rent bikes for the day and take a 30 minute ride up the street to reach public beaches and ruins.  We booked through Expedia so there were two separate payments we made before arrival. No hidden fees as some others have said.,10,209
…,40,209
"The accomodation was really nice and special, everything was clean.   Access to the sea was good. Beach and beach clubs were very nice. Parking was offered for 200 Pesos per day.  Ice-Scream bar nearby and some sort of generator caused ongoing noise during the night, but was ok for me.  The breakfast as per attached picture was really poor. As there was no buffet, you had to ask for third slice of bread or a second cup of coffee.",10,209
Hôtel appartement neuf avec quelques finitions restantes autour de la piscine. Parking devant l'hôtel.  Gardien H24 Très bon accueil Propre et très spacieux. Très bonne literie.  Manquait des ceintres dans la penderie et une cafetière ou bouilloire. A l'entrée de Tulum mais très proche du centre à pied. Je vous recommande cet appartement. Très bon rapport qualité prix.,40,210
"just tried the restaurant, beautifull place and good food  BUT carefull about waiters... we had scam on the bill about the tips  the waiter  asked us cash tips then he put also 20% tips on the credit card  and didn't gave us the card reciepe and also pretended to forget to give us our credit card back  so he had 40% tips we didn't pay attention to that because it's a high standard place.....  but we had the surprise on the bank account later....",20,211
"We had an excellent 4 night stay at the Bejuco Hotel.  The location is fantastic and spending a lazy afternoon in one of the teepee huts or hammocks is sublime.    As others have mentioned the rooms can be small, but that can be part of the experience in a small boutique hotel.  Our room was plenty adequate for 2 adults and a nine year old girl...and you are probably going to want to spend all of your time outside anyway.  This is not a resort hotel, so don't have resort expectations.   The restaurant is spectacular.   We ate there 2 of the nights and everything was amazing.",50,211
"We were extremely disappointed with our stay here. Beware as some of the best reviews here are for the restaurant, not for the hotel. We booked and prepaid a cabin for six nights at 220$ each and felt like we wasted a big part of our travel budget on this overpriced place. Just for the sake of comparison: You can get a spacious nice room in tulum city and a rental car for less than 100$ per night. Nothing about this hotel is thought through. The cabins are squeezed in between a noisy street and the entrance to the restaurant which plays loud music until 11pm. Our muggy cabin had two windows - one facing a maintenance corner next to the restaurant.   We only spent one of the planned and prepaid six nights here and managed to get a refund for two at least. ",10,211
Overpriced. Smelly old and small. This is not a hotel. There is no reception nothing. No one to give you any information. We arrived before check in hours. There was no such urgency or anything to make sure we get our room early. I understand hotels have check in hours but most hotels would try to accommodate you as soon as they can. There is no such thing as hospitality at all in this place. Nowhere to put you bags. The guy who runs the “hotel” came later than 3pm and start check us in. Asked me for y credit card again. I said I already paid 475$ USD on expedia he still charged me 150$ more now my bank is going on arbitration to get y money back. Seriously this ruined my last day in Tulum. Yes the pictures are cute but don’t stay here. Maybe get a drink but you don’t need to,10,211
 stay here this is an overpriced place. There are better boutique hotels around with so much to offer. Check reviews always before you book anything. That was my mistake but lesson learned from now on. Don’t let pictures deceive you. I put a picture of the room I don’t have pictures of the horrible bathroom. It’s makes noise at night the sink and the shower has no place to put your shampoo or anything. Very uncomfortable. It didn’t have outlets either. It was so bad!  ,10,211
…,50,211
"We stayed in the hotel for two nights and we were really disappointed.   The room was old, really small, loud (directly at the street with bad windows so therefore we didn't find a lot of sleep). In addition the bathroom had only about 2 m2 and taller people have some problems to sit on the toilet...there was also a terrible chemical smell in it.   The only positive thing is the restaurant...the location is well decorated and the food for dinner is really good. Unfortunately the breakfast was not the same standard and was very poor.  All these things wouldn't be so bad and would be acceptable if the night would cost 70 USD.   BUT FOR 300 USD PER NIGHT?! This feels like a bad joke and we don't recommend this hotel to anybody for that price! It is totally overcharged! ",10,211
OMG !! it was so fun and the food was absolutely awesome.  We made a reservation for a tiki hut looking at the ocean it was perfect.  After dinner we hung out in the hammocks.  What a unique experience.  Worth it.,40,211
"They overcharged us by $400 to $500 and do not respond to our request for details: Bejuco was our last accommodation on our Tulum adventure so we wanted to end in style. We splurged on the ""Master Suite Ocean Front"" which was no suite at all. I guess by suite they meant we got a door-less bathroom (no fridge) and by ocean front they meant that we had a views of water from our patio directly above the bar. The name of the room was misleading but even more so was the costs. Our booking was for $1775 USD for 3 nights + 16% VAT($280) and 3%($53) city tax = $2,100. All reasonable and as Canadians we budgeted for $2,500 CAD assuming 1.20 exchange rate in January. We were unhappy to see our credit card charge for $2998 upon our return home and reached out to the hotel to see if perhaps",50,211
" they double charged us for some of the meals we had, which were good but ridiculously overpriced (go to El Asadero for way better food at a fraction of the price).  We traveled at the beginning of February and at time of writing this review it is March 13th and 6 emails later. They refuse to provide us with the details of the charges. Even if the highest exchange rate was used through February, we should still not have been over $2,600 which, by the way, is far too much for their misleading ""Master Suite"".  So I caution anyone planning at stay at this hotel to watch their charges, lower your room expectations, and get a breakdown of your bill when at the hotel as they will not respond to you after the fact. We will not be staying there again.  Yours truly, A disappointed, Tulum regular, just trying to get an explanation, Mr. Rosa",50,211
"Decent and super simple rooms with great AC and good wifi. Really affordable if you’re just looking for a spot to sleep while venturing into Tulum. Came here for a few nights for the New Year because I was stuck and needed a place to stay ASAP!   Found this little spot and went to check it out. Quite far down the strip so I would recommend renting a bike from a nearby hotel to get around (trust me, it’s worth it). You can lock it on the stairs inside. Or else, rent a car to get around the zone and into Centro (taxis WILL extort you over in Tulum)  Also, a good pair of headphones would be recommended as there was constructions happening in the lot next door (might be done by the time you visit).   Great communication from the staff whenever I had a questions, they were always",40,212
"Okay so the hotel itself looks really nice and had great reviews. But my boyfriend and I booked this place and it was horrible. The walls are so thin I heard the people in the room next to me cough as if they were in my room. The ceiling creeks everytime someone takes a step. Also the rooms are SO SMALL. The room with twin beds is as small as a closet. With the size and noise I could not fall asleep. I awoke to the sound of cleaning people brooming outside my door at 7 am.   I asked to cancel after one night and they absolutely refused even though we hadn't even checked in yet. I asked for a larger room and they said they were booked. In response to the noise, they offered ear plugs and said many people were asking for ear plugs in case we needed some. This place sucks. Not",10,213
 giving a refund when your patrons can't even sleep is ridiculous. Would not recommend.,10,213
…,10,213
"I warn anyone trying to book this hotel. There is a reason why the prices are lower here than elsewhere. Even if you get confirmed your room, you might not get it. I double checked with them before coming to tulum after reading reviews of other peoples bad luck. Even when i got a written confirmation from the management i still got scammed out of my room and my refund.  The management is doing business out of peoples bookings. This is not a one-off case. This happened to me and the person checking in just before me. Reading online, it seems that this is a normal thing for this hotel.  YOU WILL NOT GET REFUNDED. STAY AWAY.",20,213
"Save yourself the headache and book elsewhere. We made a reservation through a third-party but paid at the hotel when we arrived at check-in. After check-in, we discovered that the villa did not have a back door that locked. The keypad to the front door was also not working, so only way in and out of the villa  was through the back door (that did not lock) or through a front window (that also did not lock). The hotel claimed that they had no other rooms available. Later they claimed that even if they had another room available, none of the them had back doors with operable locks, so they offered to refund us for our stay. We took them at their word and left, as we could not stay in a villa that had no operable locks. I spent three months calling and emailing the hotel regarding",50,213
" the refund they owed me. No one ever picked up the phone and no one ever responded to my emails. I was eventually refunded by the third-party company that I booked the reservation through. Had I not used a third party, I never would have gotten refunded. Even though the price of this hotel is half the price of others in the area, I still would not recommend staying here, unless you don't mind shady and unscrupulous business practices or gambling with your safety.",50,213
…,10,213
"We booked this hotel because in the pictures it looked so lovely, new, clean and the view from the hand was a most!! Unfortunately we arrived and the “hand” was not accessible for us because of renovations, the room was not very well cleaned, the closet didn’t have hangers, I asked for them, I’v never got them, we didn’t have a bath mat in our first day, the pool was not clean, the shower at the pool didn’t worked... For the price we payed we expected a better service. The only thing we liked was the staff.",50,213
"We originally rented a lovely VRBO property on the bay for our family beach vacation to celebrate our son’s 30th birthday. Little did we know that we’d be greeted there by the horrific stench from the rotting piles of seaweed all along the bay and the road to the house. We immediately started searching for new accommodations in Tulum and stumbled upon this unique and lovely hotel. The service could not have been better. Manon is delightful-so friendly, helpful, and genuine. Her thoughtful touches made our stay so memorable. We were sad to say good-bye to her when the time came to leave! Alice is also wonderful. We didn’t see her as much since she mostly worked evenings, but she is just as unassuming, humble, and kind as Manon. The 2 of them could not be better ambassadors for",50,213
" the hotel. The groundskeepers and security officials at the parking lot were all so kind and helpful. Each and every one made us feel welcome. The hotel itself is lovely. We loved the room designs and decor. The 2-story rooms with sleeping lofts have beautiful views of the grounds and jungle and offer guests lots of space to relax and socialize. The swimming pool is an added bonus, as is the Hun high above the jungle. The location is outstanding. We could walk in either direction and find delicious restaurants, sorbet stands, coffee spots, shops, ATMs and money exchanges. The beach club the hotel partners with is just across the street, and we were welcomed there just like their own guests were. The hotel’s restaurant is wonderful. The sushi chef there made our delicious breakfast to order every morning. We could not have had a better start to our days! If you are looking for a quiet, lovely, reasonably-priced hotel that caters to its guests and is situated within walking distance of any number of great restaurants and amenities, this is the one! We actually thank our lucky stars that the 1st place didn’t work out!",50,213
"La vacación perfecta en un lugar increíble  para poder descansar. Ofrece el mejor servicio en unas instalaciones excelentes, el diseño de las habitaciones y áreas comunes son perfectas. Totalmente  recomendado, solo, en pareja y en familia, este lugar ofrece las tres opciones.",50,214
"DON’T SEND CASH!!! This place will take it and run.  After numerous attempts to receive our deposit back, we have been ignored and left on read and now blocked on Instagram.  We have a written contract stating that our deposit is fully refundable due to COVID restrictions, and they don’t want to honour it. Even though they made the contract.  They originally fought us in November and said that our reasoning wasn’t enough, to end the conversation saying that “it’s too far away contact us closer to”… to only be ignored now.   I’m sure if I had the opportunity to make it there, it would have been a great stay as they were incredibly accommodating prior to requesting a refund.   Unfortunately this was for our wedding and we are out thousands because they don’t want to follow the",10,215
 contract.   Really disappointing. Much more honest places to stay for your buck.,50,215
…,50,215
"We had such a wonder stay here and wish we could have stayed longer! The rooms are lovely with special touches to provide comfort and functionality. We had 2 kids with us and the hotel suited us perfectly! The common area for drinks in the evening with the open air is amazing and breakfast was superb! Yogurt and granola to start, coffee and juice then a full main course- omelet, or hot cakes or a traditional option were our choices (SO GOOD!!). This made for a perfect start to the day. The bar tender makes a fantastic margarita! The best we’ve had in Mexico. Thank you for everything! We look forward to visiting again",10,215
"I stayed in the most basic cabanas for six days and it was great. But be prepared, you are not in one of the big Hotels of Cancun. So there's no luxury at all.  For me that included shared bathrooms and showers. One advice for the showers, if you take one in the afternoon, the water is warmer. Also the service is friendly and not fast. I you are on a rush, don't go to this place.  But if you want to relax, be very close to the beach, and a 15 minutes walks to the Tulum ruins, this is the place.  Also, the sound of the ocean (and local fauna) can be unsettling for the first night of your stay.",40,216
"This place actually exceeded my expectations for the cabanas. I was expecting a camping like experience near the beach. We were rarely in the cabanas except to sleep, but we got restful sleep. The beds were pretty cozy, but they only have sheets, no blankets. Because of this I would bring some warm pajamas in case the nights are cold. We did have a couple cold nights and had some warmer things to wear. Most of the time though it was not needed.  The cabana was clean when we got to it, there was soap, shampoo, extra tp and towels for our personal bathroom. You do not get cleaning in the cabanas unless you ask for it. We did not ask for cleaning while we stayed there. I can understand why they do this for the cabanas as the amount of sand that collects is a lot.  The proximity to",50,216
" the beach is great and I loved it. I would recommend a few nights in the cabanas, we stayed 5 and I feel that was too long as we really liked a normal shower. There is also the super touristy area about a 15 minute walk from the hotel. This makes getting cash and supplies really easy. This is also where the ruins are.  When I booked we weren't sure about security, but they have locks etc on the doors and this exceeded my expectations. The cabana was also cleaner than I had expected.  Not having wifi in the cabanas is not really a big deal, it actually made the main area and bar really lively since people went there for wifi.  The restaurant  attached to the hotel was a great experience. All the waiters (day and night) were very nice and helpful. They all spoke pretty decent english too! I had no issues giving him tips as they were usually pretty prompt about getting things to you and I never had an order messed up. I definitely recommend chilling at the restaurant at night.  Overall a great experience in the little cabanas, will be returning when we visit tulum in the future.",10,216
…,40,216
"Poor service, (shockingly) poor cabanas, poor amenities, but amazing location! We were somewhat deceived by the photos - our cabana was literally just a bed- it didn't even have curtains so people walking by could see in. No fan either and the front desk said they were ""out"" of fans. Womens showers were cold and the lights weren't working? We left after one night and are not high maintenance people.",40,216
Fabulous robinson Crusoe like place. Loved it. Peaceful sanctuary just what I needed. Basic cabana stones throw from beautiful peaceful beach where i practiced hug A every morning. Staff were friendly and helpful. Loved the simplicity of the place. It does however need to.offer refillable water as only option for drinking water is buy small 20 peso plastic bottles of it - not enviro friendly.,20,216
Lovely place which  has amazing beach access to a dream beach .It is rustic but heavenly.It could be improved by a few tiny measures.Lights in shower blocks need improving .At least some hooks on walls to hang towels/swimsuits.A small brush in each cabana for sand .,10,216
The hotel has a very good location (close to Tulum) but The rooms are not  clean and the absence of air con and swimming pool is really painful. I thought the price was too high for the service. No drinking water available!!!! That does not fit with the price!,10,216
"Sorry to say, but this place is not worth the money. We stayed in a small cabana with a bed that was to small for two people to sleep in. The bed was also to short. We’re not tall people but the feet were almost out of the bed.   The house was very small with no place to sit and just one fan that hardly worked.  Only one power outlet where the fan had to be and that was a problem because you have no electricity during daytime, so the only time you can charge your phone or computer is during night time. Okay, they have some charger outlets in the reception area, but they were occupied almost all the time.  The shower had cold water, which was okay for us, but it the water pressure was poor. There was hardly any water running. The floor in the house had a floor was very slippery",50,216
" if you had wet feet and I fell and got hurt badly in my back. When I told the man in the reception that when we checked out, he didn’t offer me any compensation.   The service in the restaurant was okay and so was the food. The beach is nice, but unfortunately there were algae in the water, so we could not swim.   One more thing that was good was that we had walking distance to the Maya ruins.   This was not a good start on our vacation in Mexico, but fortunately we found a much better place to stay where we got value for our money and a pleasant stay.   I feel sorry giving such a bad review cause the people who worked there tried their best.  ",40,216
"We’ve visited La Launa for 1 day every year since 2012 during our  Rivera Maya vacation.  It is always a highlight of our trip.  The beach and service are unsurpassed.  Unfortunately, the lunch menu is now focused on Italian food vice seafood.  While the food this year was OK, it really was much better in years past. We miss the superb shrimp cocktail and fish tacos.  That being said, if you are visiting for the beach then La Luna is a great choice for a day trip from Playa del Carmen.",40,217
"I stayed here for the past two days. The rooms were clean and spacious, I stayed in a king bed  on the first floor and there were attachments for a hammock. The room is exactly what I was expecting and paid for, nothing fancy but very quaint. If you rather, you can bring your own pillow sheet. The hot water works, just use the right knobs (marked F). The best part was the location, very near to a great restaurant called El Asador (try the arrechera) and plenty of street food carts at nighttime. Make sure to rent a bike AND BE VERY SAFE since I saw someone fall off one during one night. The beaches and Tulum ruins are moderately near if traveling by bike, nothing strenuous since the roads are flat, and there are bike lanes in the main roads. I would come back and stay in this",50,217
" hotel seeing as the price was fair and you get a private room as opposed to the Hostel next door (Hostel Shek). Tons of tourists in this part of town and close to all bars and restaurants. The owner and his family (Andrea) live there, he is very hospitable and have good advice. I even showed up late for check-in (bus delayed) and although they were asleep they let me in. About 10 blocks walking distance from ADO bus terminal (make a left on the main road until you hit Satellite Ave, ten make another left and the hotel is to your right).",10,217
…,50,217
"With travelled through Mexico all the way down to Belize, had Cabañas with only a bed in it and power from 7pm to 7am, but this place was by far the worst!   While the owner is interested in your money but nothing else, mirrors exactly the look of the room. Shaby, mold on the walls and the bath fittings, no hot water even after mentioning it to the owner, a bed that is less comfortable then sleeping on a stone with needles on it. If you try to sleep forget it, you won't, the main street is right next to your room, if you try to shut your window, you will realize that you can't cause it's a wooden frame with stiff shades.  Don't ever go there, save your money and of course your nerves!!!  ",40,217
"My brother and I spent 3 nights at La Luna Gitana winter 2016. The location to town is among the best. Can walk a minute and be at the main road where you'll find everything! The owners are some of the nicest people I've met among my travels. We fell into some trouble and they went above and beyond to help us sort out the issues, including driving us around in their own vehicle and making phone calls on our behalf, (poor spanish). The place isn't 5 star beautiful but it is nice and very comfortable, theres a great porch above the street and location can't be beat being in town.",30,217
"For a budget hotel, we were quite happy with this place. We were in Tulum for a week and stayed here the whole time. The room was spacious and clean. The couple that owned it were super friendly and helpful as well. It is right in town, yet far enough from the bustle of the main street that it was quiet. The only thing lacking was the ability to lock the windows, albeit there was a gate that closed at night. ",30,217
"We stayed there in jan 16 and wanted to book online to avoid struggling finding a place. There wasn't many hotels available online in our price range so booked that one at 750 pesos. This isn't very cheap in Mexico (for budget places) and we heard people coming in and the price was halved, without even negociating... Which was a bit upsetting. Other than that, the place is nice and clean. The family lives there so you often hear the mother screaming after her kids. They don't offer bikes which is a shame as the beach is far and you have to cycle or get a cab. We walked it once and I don't recommend it!",50,217
"The management are funny and nice. Was very helpful. Location (if you want DOWNTOWN Tulum, not the beaches) is great but everything else was below average. Towels was a joke, pillows the same, bed was not really comfortable. Nice hammock area with sitting in the second floor up front",30,217
"Go to Tulum, stay in town. Make that your base, great people, restaurants and nightlife. Authentic and amazing people. Minutes from the beach or hang out in a cenote in the jungle for the day. I Love it! We stayed at Hotel La Luna Gitana for our 2 weeks, right off the main strip, next to a hostel. It was a super great deal, comfortable, clean, and safe. Bimbo the chihuahua runs security there. Andrea was our host, (his wife Polly showed up near the end of our stay) Both are amazing hosts, so nice. There is an inner courtyard, and second floor under thatched roof, a balcony facing the street, Andrea and Bimbo will meet you with a delicious morning italian espresso.  Do yourself a favour, stay off resorts - visit luna, take a bike or cab to the beach, eat at the amazing places in",20,217
"Away from the Tulum madness, my dogs and I were welcomed without a reservation to enjoy a tasty lunch poolside in the shady garden. The pakoras and Aloo gobi were delicious, and Tomás was super attentive and informative. However, the prices are pure Tulum.",50,218
"I came here for the temazcal and sound healing and OMG! The place is beautiful first and foremost, and the entire experience we transformative! The sound healing was great! Make sure you wear bug spray of light long sleeve shirt and pants because of the bugs. The temazcal was everything i expected and more!!! I got so emotional and I wasn't expecting that at all. It was such an intense, healing and spiritual ritual! I came out... different in the best way!   I'm definitely coming back and doing it again. If you are looking for a ritual to heal and release THIS IS IT!",50,218
"We booked a temescal through Raj and it was a life changing experience. Yolo, who does the temescal has such an amazing energy and provides a great overall experience. The place itself is beautiful where you can jump into the pool right after. Highly recommend",50,218
"We have stayed at Mayur in Francisco Uh May for 3 nights Celebrating my girlfriend birthday.  First of all we must say that the hotel is located inside the jungle! And the design is amazing. Service was perfect, Everybody helped us anytime. Room was very big with Terrace, and clean. Comfortable bed and a perfect view  The hotel also has 2 amazing pools and restaurant with tasty Indian dishes.  We Will come again for sure Thank you for an amazing experience And a great time  Adi & Shachar",50,218
"Mayur is a place I can’t even describe in words, but I will try- my experience there was once in a lifetime. From the rooms, the food, the amenities, the pool, the Temezcal, the environment- everything exceeded my expectations!!! I love the rawness of the jungle and how healing it is. We had massages in the Treehouse that were so relaxing! I will be coming back for many years to come! Raj and his staff were super respectful and accommodating!",50,218
"I stayed in this hotel with my wife for our anniversary for 4 nights. Upon arriving at the hotel the front desk staff Sergio did an excellent job greeting us and showing us around. The room was nice and comfortable and the air conditioner worked very well (very important to have in tulum with the heat and humidity) breakfast was excelent (omlettes, toast and fruits) all made to order. Parking is small but available. Location is perfect. The staff treated us very well and I give a special thanks to Sergio for his assistance in making are vacation great. We stayed at the master suite which had alot of space and 2 air conditioning units and a balcony. We did see the inside of the bungalows and they seemed very nice but we prefered the extra space in the suite. Overall I would",50,219
 recommend this hotel to anyone. It is located far from the loud music of the bars which made it nicer to sleep. But it is with in walking distance to most places in the tulum beach strip. ,50,219
…,10,219
"I had an amazing stay at Nativa Hotel. The young lady at the front desk was extremely helpful with anything I needed. She helped with recommendations around the area; the beach, restaurants, etc. I loved my room and plunge pool after a day out. The place was extremely quite and peaceful. The included breakfast was yummy and perfect to start my day. The free bikes at the property were great to get around the area. I have no complaints about this hotel. I found them hospitable, accommodating and super nice. ",50,219
"There was no receptionist and we waited for 3 hours for a security guard to show up. In the mean time the housekeeping person was alleging that my prepaid reservation was NOT paid and they were trying to charge me for the room AGAIN. To add insult to injury, after having paid for a ""suite"", they put me in the lowest category possible as they had oversold the hotel. Nobody from reception showed up the entire day even though the person was allegedly on their way the entire afternoon. The housekeeping person said that I would receive a discount the following day. Surprisingly enough there was actually someone at reception that offered no apologies or seemed to give a rat's a$$ about my experience. He said he could not offer any kind of compensation and just simple did not care. The",50,219
" hotel is described as eco chic. I see the eco part but NOT the chic. The room is barely basic and there were ants in the bed.  At check out, there was NO discount offered as part of decompensation and they said I would have to ask for it directly from the booking platform. The employee Sergio lied telling the platform they had offered me a free breakfast. The worst experience I have ever had in México which is very surprising since I usually have exceptional service every where. HORRENDOUS!! Please avoid at ALL COSTS!!",50,219
…,50,219
"This hotel and its staff are some of the most genuinely caring and attentive people I have met. Julia was available at any notice for any service and was so accommodating. She acted more as a friend (offering me tips, advice, sending me directions, showing me around the property, even walking me to the beach) than a manager. The service and property were really lovely. The amenities were also plentiful and great quality (wifi, television, air conditioning, private terrace). There are restaurants and pharmacies in walkable distance. I highly recommend a stay at this hotel.",40,219
"Great price for this hotel, the rooms are clean, especially the sanitary rooms. Wifi and AC are working great and the owner is one of the nicest people you will ever meet while travelling! I checked in very late and was pretty sick. The owner helped me and offered to buy medicine and sparkling water from the supermarket, which helped with my stomach problems. For my whole stay he was very friendly and courteous in all regards. Can greatly recommend this hotel!",50,220
"My partner and I had originally booked a hostel before we arrived in Tulum and we were so appalled that we couldn’t stay. We jumped on booking.com and found this place and I’m so glad we did. Just a short walk away we found ourselves in a great big room with a huge king size bed, great air con, really good wifi connection and the shower had amazing pressure. We were also treated to a small kitchenette. The only down side is that it is a short walk from everything (by short I do mean 5 minutes) but there is an Oxxo supermarket a 30 second walk away if you need it. Overall I’d definately stay here again and the staff were very nice and helpful. There’s also free coffee in the mornings down stairs in the lobby ",40,220
"Rooms are very clean and comfortable. Staff is friendly, professional and very helpful with advise about local activities, attractions and local restaurants (the street food is the best). Air conditioners and wi-fi work terrific. Will definitely be staying there again on our next trip. Excellent all around value.",50,220
"The main issue was a strong chemical smell coming from the bathroom which filled the whole room, even with the bathroom door closed.  It smelt like urinal cubes that had been put into the pipes and was so strong that it made us feel unwell.  We were staying in room 8. The hotel is on the outskirts of Tulum - not really far but not so close that you drop in/out.  In the evenings, the last part of the street was not one I would have felt comfortable with walking on my own - perhaps just perception but I felt slightly on edge. The room itself was very large with two double beds and seating area.  It looked welcoming on arrival.  The bathroom was tiny - there was nowhere even to leave our toothbrushes - and towels would not stay on the hooks provided so we had to take them to the",20,220
